"","Transitions","subsetDeff","subsetDgeo","Key"
"RO->MD",0,3.2653,394.5484,"RO->MD"
"RS->MD",0,6.5475,738.6437,"RS->MD"
"SE->MD",0,6.5338,1650.9916,"SE->MD"
"SG->MD",0,8.1252,8769.1657,"SG->MD"
"TH->MD",0,7.8306,7542.1649,"TH->MD"
"TW->MD",0,9.9752,8214.116,"TW->MD"
"UA->MD",0,4.5774,263.6253,"UA->MD"
"US->MD",1,6.7384,9081.0653,"US->MD"
"UY->MD",0,8.9331,12378.717,"UY->MD"
"VE->MD",0,7.6791,9587.2268,"VE->MD"
"VN->MD",0,7.8414,7913.3445,"VN->MD"
"AL->MM",0,8.4061,7420.2571,"AL->MM"
"AR->MM",0,10.1197,17328.3243,"AR->MM"
"AT->MM",0,6.6333,7769.6723,"AT->MM"
"AU->MM",0,4.9042,7368.0982,"AU->MM"
"BD->MM",0,4.5341,614.4569,"BD->MM"
"BG->MM",0,8.2157,6870.8495,"BG->MM"
"BO->MM",0,9.9366,18077.2272,"BO->MM"
"BR->MM",0,9.4582,16069.9497,"BR->MM"
"BY->MM",0,8.6113,6773.9732,"BY->MM"
"CA->MM",0,8.3115,12215.5689,"CA->MM"
"CH->MM",0,6.6318,8256.575,"CH->MM"
"CL->MM",0,10.1456,18139.0494,"CL->MM"
"CN->MM",1,4.3932,2030.2066,"CN->MM"
"CO->MM",0,9.0575,16761.6936,"CO->MM"
"DE->MM",0,5.8232,8024.0833,"DE->MM"
"DK->MM",0,6.2655,7893.3755,"DK->MM"
"EC->MM",0,9.1328,17899.6052,"EC->MM"
"ES->MM",0,7.855,9546.2578,"ES->MM"
"FI->MM",0,6.2945,7084.1048,"FI->MM"
"FJ->MM",0,6.7593,9834.8834,"FJ->MM"
"FR->MM",0,6.654,8627.9467,"FR->MM"
"GB->MM",0,5.8848,8772.9655,"GB->MM"
"GF->MM",0,8.3429,15583.3103,"GF->MM"
"GR->MM",0,7.3693,6998.2246,"GR->MM"
"HK->MM",0,4.2699,1870.3095,"HK->MM"
"ID->MM",0,4.6647,3254.5771,"ID->MM"
"IN->MM",0,3.9973,1716.4448,"IN->MM"
"IS->MM",0,8.3155,9287.5265,"IS->MM"
"IT->MM",0,6.7434,8024.1198,"IT->MM"
"JP->MM",0,4.5027,4238.941,"JP->MM"
"KH->MM",0,3.551,1235.4536,"KH->MM"
"KR->MM",0,4.8331,3551.0053,"KR->MM"
"LA->MM",0,3.211,733.4234,"LA->MM"
"LK->MM",0,5.141,2259.9743,"LK->MM"
"LV->MM",0,8.666,7054.928,"LV->MM"
"MD->MM",0,9.3986,6658.9946,"MD->MM"
"MY->MM",0,3.5003,2197.5363,"MY->MM"
"NL->MM",0,6.2658,8323.8382,"NL->MM"
"NO->MM",0,8.3828,7777.0716,"NO->MM"
"NP->MM",0,4.3522,1364.0424,"NP->MM"
"NZ->MM",0,6.2543,10482.5909,"NZ->MM"
"PE->MM",0,9.2205,18514.3132,"PE->MM"
"PH->MM",0,5.0993,3073.8657,"PH->MM"
"PT->MM",0,8.3311,10428.9829,"PT->MM"
"PY->MM",0,11.3025,17250.3558,"PY->MM"
"RO->MM",0,8.8265,7015.7619,"RO->MM"
"RS->MM",0,8.7853,7314.3116,"RS->MM"
"SE->MM",0,6.7519,7490.5413,"SE->MM"
"SG->MM",0,2.8418,2266.9817,"SG->MM"
"TH->MM",0,1.568,905.741,"TH->MM"
"TW->MM",0,4.0972,2557.6002,"TW->MM"
"UA->MM",0,7.2272,6433.2479,"UA->MM"
"US->MM",0,6.961,13425.8379,"US->MM"
"UY->MM",0,11.5053,16784.7037,"UY->MM"
"VE->MM",0,9.2276,16137.0381,"VE->MM"
"VN->MM",0,4.3675,1336.241,"VN->MM"
"AL->MY",0,7.8695,9559.0715,"AL->MY"
"AR->MY",0,8.5199,16190.1971,"AR->MY"
"AT->MY",1,4.8438,9952.4995,"AT->MY"
"AU->MY",3,3.0666,5187.6315,"AU->MY"
"BD->MY",0,3.4967,2801.7737,"BD->MY"
"BG->MY",0,7.5561,9020.389,"BG->MY"
"BO->MY",0,9.4396,18455.2146,"BO->MY"
"BR->MY",0,8.6321,16983.0542,"BR->MY"
"BY->MY",0,8.0964,8971.497,"BY->MY"
"CA->MY",0,7.563,13615.2448,"CA->MY"
"CH->MY",0,6.1914,10439.5291,"CH->MY"
"CL->MY",0,8.9993,16877.8461,"CL->MY"
"CN->MY",2,3.3282,3042.5048,"CN->MY"
"CO->MY",0,8.5606,18599.5581,"CO->MY"
"DE->MY",0,5.7576,10219.2712,"DE->MY"
"DK->MY",0,7.274,10088.8454,"DK->MY"
"EC->MY",0,8.6359,19159.7751,"EC->MY"
"ES->MY",0,6.2216,11692.3953,"ES->MY"
"FI->MY",0,7.6183,9254.3115,"FI->MY"
"FJ->MY",0,4.9218,7983.4923,"FJ->MY"
"FR->MY",0,5.6445,10808.1003,"FR->MY"
"GB->MY",0,4.2513,10970.1248,"GB->MY"
"GF->MY",0,7.3334,17628.5648,"GF->MY"
"GR->MY",0,7.3794,9099.6811,"GR->MY"
"HK->MY",5,3.5108,2085.405,"HK->MY"
"ID->MY",0,2.0214,1057.0576,"ID->MY"
"IN->MY",2,3.5004,3587.0371,"IN->MY"
"IS->MY",0,6.6821,11403.2238,"IS->MY"
"IT->MY",0,6.2068,10178.5823,"IT->MY"
"JP->MY",1,4.0057,4497.028,"JP->MY"
"KH->MY",1,3.4181,994.2523,"KH->MY"
"KR->MY",2,4.3703,4025.4982,"KR->MY"
"LA->MY",0,4.5348,1630.3879,"LA->MY"
"LK->MY",0,4.2019,3145.5266,"LK->MY"
"LV->MY",0,7.0572,9249.7844,"LV->MY"
"MD->MY",0,8.6775,8837.4298,"MD->MY"
"MM->MY",0,3.5003,2197.5363,"MM->MY"
"NL->MY",0,4.5656,10520.6651,"NL->MY"
"NO->MY",0,6.9222,9944.9858,"NO->MY"
"NP->MY",2,3.9661,3543.5331,"NP->MY"
"NZ->MY",0,4.4168,8311.5918,"NZ->MY"
"PE->MY",0,8.7236,19322.0247,"PE->MY"
"PH->MY",0,3.8841,1745.2019,"PH->MY"
"PT->MY",0,6.6977,12598.4718,"PT->MY"
"PY->MY",0,10.4764,17244.2907,"PY->MY"
"RO->MY",0,8.2673,9184.6537,"RO->MY"
"RS->MY",0,8.1908,9471.6615,"RS->MY"
"SE->MY",0,6.1301,9676.4419,"SE->MY"
"SG->MY",0,2.4686,574.4626,"SG->MY"
"TH->MY",0,2.8918,1297.8976,"TH->MY"
"TW->MY",0,3.8461,2536.4202,"TW->MY"
"UA->MY",0,8.2676,8617.9822,"UA->MY"
"US->MY",1,6.4641,14694.8092,"US->MY"
"UY->MY",0,9.9055,16235.1095,"UY->MY"
"VE->MY",0,8.7307,18300.2334,"VE->MY"
"VN->MY",0,3.6724,1215.9644,"VN->MY"
"AL->NL",0,5.0213,1590.8168,"AL->NL"
"AR->NL",1,6.2792,12117.2436,"AR->NL"
"AT->NL",0,4.2805,798.0024,"AT->NL"
"AU->NL",3,6.6311,15658.8414,"AU->NL"
"BD->NL",0,6.9112,7719.5213,"BD->NL"
"BG->NL",0,4.7712,1864.4327,"BG->NL"
"BO->NL",0,6.096,10251.9747,"BO->NL"
"BR->NL",1,5.1139,9061.9017,"BR->NL"
"BY->NL",0,6.1433,1555.4855,"BY->NL"
"CA->NL",0,4.4328,6579.7106,"CA->NL"
"CH->NL",0,3.7302,571.8248,"CH->NL"
"CL->NL",0,6.305,11944.9269,"CL->NL"
"CN->NL",2,4.9038,8357.255,"CN->NL"
"CO->NL",1,5.217,8671.6971,"CO->NL"
"DE->NL",0,3.3552,327.9395,"DE->NL"
"DK->NL",0,3.7066,610.6753,"DK->NL"
"EC->NL",0,5.2923,9761.9275,"EC->NL"
"ES->NL",0,3.2926,1703.3063,"ES->NL"
"FI->NL",0,4.0888,1693.0778,"FI->NL"
"FJ->NL",0,5.9049,16190.1584,"FJ->NL"
"FR->NL",0,3.5139,700.8695,"FR->NL"
"GB->NL",1,2.4154,528.3769,"GB->NL"
"GF->NL",0,5.1376,7398.9737,"GF->NL"
"GR->NL",0,4.2554,2171.899,"GR->NL"
"HK->NL",2,5.3652,9291.6545,"HK->NL"
"ID->NL",0,6.587,11577.539,"ID->NL"
"IN->NL",0,4.6053,7160.13,"IN->NL"
"IS->NL",0,4.1716,2108.419,"IS->NL"
"IT->NL",0,3.3586,1135.0052,"IT->NL"
"JP->NL",0,4.8604,9171.1462,"JP->NL"
"KH->NL",0,6.6808,9549.5688,"KH->NL"
"KR->NL",1,5.5791,8823.99,"KR->NL"
"LA->NL",0,6.3408,8951.651,"LA->NL"
"LK->NL",0,6.4824,8337.1891,"LK->NL"
"LV->NL",0,4.1406,1352.1762,"LV->NL"
"MD->NL",0,4.2287,1798.1478,"MD->NL"
"MM->NL",0,6.2658,8323.8382,"MM->NL"
"MY->NL",0,4.5656,10520.6651,"MY->NL"
"NO->NL",0,3.0953,1317.1716,"NO->NL"
"NP->NL",0,6.6067,6983.1739,"NP->NL"
"NZ->NL",0,6.4722,18563.6912,"NZ->NL"
"PE->NL",0,5.38,10191.1742,"PE->NL"
"PH->NL",0,5.3072,10925.1397,"PH->NL"
"PT->NL",0,3.8767,2256.7224,"PT->NL"
"PY->NL",0,6.9581,10496.1131,"PY->NL"
"RO->NL",0,3.9967,1569.2447,"RO->NL"
"RS->NL",0,5.3842,1460.5628,"RS->NL"
"SE->NL",0,3.6988,1161.1016,"SE->NL"
"SG->NL",1,5.0241,10502.5661,"SG->NL"
"TH->NL",0,4.6978,9223.6846,"TH->NL"
"TW->NL",0,6.5083,9541.5695,"TW->NL"
"UA->NL",0,4.3508,1963.0606,"UA->NL"
"US->NL",0,3.1205,7439.9102,"US->NL"
"UY->NL",0,7.3973,11282.6723,"UY->NL"
"VE->NL",0,5.3871,7853.7427,"VE->NL"
"VN->NL",2,7.4973,9511.4355,"VN->NL"
"AL->NO",0,5.9863,2482.1165,"AL->NO"
"AR->NO",0,6.8588,13120.9711,"AR->NO"
"AT->NO",0,5.4551,1746.6648,"AT->NO"
"AU->NO",1,8.729,14837.0348,"AU->NO"
"BD->NO",0,7.1666,7207.3336,"BD->NO"
"BG->NO",0,5.6776,2466.016,"BG->NO"
"BO->NO",0,8.1939,11056.1331,"BO->NO"
"BR->NO",2,7.0373,10116.5485,"BR->NO"
"BY->NO",0,6.0732,1424.7874,"BY->NO"
"CA->NO",0,5.9825,6010.4209,"CA->NO"
"CH->NO",0,5.3402,1820.7139,"CH->NO"
"CL->NO",0,7.3552,12826.7689,"CL->NO"
"CN->NO",1,7.2042,7447.2651,"CN->NO"
"CO->NO",0,7.1054,9040.3052,"CO->NO"
"DE->NO",0,3.2851,1343.421,"DE->NO"
"DK->NO",0,2.1173,767.082,"DK->NO"
"EC->NO",0,6.9151,10176.795,"EC->NO"
"ES->NO",0,3.7085,2980.6585,"ES->NO"
"FI->NO",0,3.8823,693.2622,"FI->NO"
"FJ->NO",0,8.0028,14873.0016,"FJ->NO"
"FR->NO",0,3.7835,2017.9462,"FR->NO"
"GB->NO",1,2.6709,1366.0692,"GB->NO"
"GF->NO",0,5.4724,8211.9501,"GF->NO"
"GR->NO",0,5.4516,2945.9516,"GR->NO"
"HK->NO",0,6.8293,8443.1937,"HK->NO"
"ID->NO",0,8.411,10987.1155,"ID->NO"
"IN->NO",0,6.042,6905.7087,"IN->NO"
"IS->NO",0,3.4924,1638.2422,"IS->NO"
"IT->NO",0,4.3236,2281.5236,"IT->NO"
"JP->NO",0,7.1917,7989.4058,"JP->NO"
"KH->NO",0,8.7978,8951.2053,"KH->NO"
"KR->NO",0,8.228,7709.0616,"KR->NO"
"LA->NO",0,8.4578,8321.227,"LA->NO"
"LK->NO",0,6.7378,8257.1946,"LK->NO"
"LV->NO",0,4.0868,1001.7989,"LV->NO"
"MD->NO",0,6.8705,2122.0272,"MD->NO"
"MM->NO",0,8.3828,7777.0716,"MM->NO"
"MY->NO",0,6.9222,9944.9858,"MY->NO"
"NL->NO",0,3.0953,1317.1716,"NL->NO"
"NP->NO",0,8.0435,6517.5893,"NP->NO"
"NZ->NO",0,8.5701,17339.4078,"NZ->NO"
"PE->NO",0,7.3375,10773.9446,"PE->NO"
"PH->NO",0,8.4025,10053.2231,"PH->NO"
"PT->NO",0,5.1172,3346.9379,"PT->NO"
"PY->NO",0,8.8815,11482.1187,"PY->NO"
"RO->NO",0,6.2885,2143.96,"RO->NO"
"RS->NO",0,6.2473,2250.6015,"RS->NO"
"SE->NO",0,2.7364,471.7127,"SE->NO"
"SG->NO",0,6.588,10035.5934,"SG->NO"
"TH->NO",0,6.8148,8679.9392,"TH->NO"
"TW->NO",0,8.6062,8590.9335,"TW->NO"
"UA->NO",0,6.5402,2123.5282,"UA->NO"
"US->NO",4,5.2184,7041.8415,"US->NO"
"UY->NO",0,8.2074,12360.8253,"UY->NO"
"VE->NO",0,7.114,8364.3883,"VE->NO"
"VN->NO",0,8.2794,8829.6626,"VN->NO"
"AL->NP",0,8.9765,6057.3966,"AL->NP"
"AR->NP",0,10.4932,17071.284,"AR->NP"
"AT->NP",0,5.6573,6410.9297,"AT->NP"
"AU->NP",1,6.1203,8726.7421,"AU->NP"
"BD->NP",1,3.5434,749.5858,"BD->NP"
"BG->NP",0,8.1035,5507.1032,"BG->NP"
"BO->NP",0,10.5561,16846.869,"BO->NP"
"BR->NP",0,9.4632,14954.948,"BR->NP"
"BY->NP",0,8.4991,5441.5918,"BY->NP"
"CA->NP",0,7.7762,11474.72,"CA->NP"
"CH->NP",0,7.2557,6897.9971,"CH->NP"
"CL->NP",0,10.7651,17703.591,"CL->NP"
"CN->NP",2,4.6461,2599.4974,"CN->NP"
"CO->NP",1,9.677,15557.8229,"CO->NP"
"DE->NP",0,5.711,6678.2942,"DE->NP"
"DK->NP",0,7.4817,6575.6676,"DK->NP"
"EC->NP",0,9.7524,16693.1615,"EC->NP"
"ES->NP",0,7.3428,8182.2942,"ES->NP"
"FI->NP",0,7.5106,5825.8041,"FI->NP"
"FJ->NP",0,7.9755,11114.3442,"FJ->NP"
"FR->NP",0,6.0992,7268.1594,"FR->NP"
"GB->NP",0,5.3726,7444.8431,"GB->NP"
"GF->NP",0,7.788,14222.4598,"GF->NP"
"GR->NP",0,7.8775,5643.8984,"GR->NP"
"HK->NP",1,4.5468,2931.4602,"HK->NP"
"ID->NP",0,5.9875,4598.2245,"ID->NP"
"IN->NP",0,2.0014,981.786,"IN->NP"
"IS->NP",0,7.8034,8082.3669,"IS->NP"
"IT->NP",0,7.3602,6660.0777,"IT->NP"
"JP->NP",1,5.7188,4798.8351,"JP->NP"
"KH->NP",0,4.7672,2598.6571,"KH->NP"
"KR->NP",0,6.0492,4085.226,"KR->NP"
"LA->NP",0,4.4271,2064.3535,"LA->NP"
"LK->NP",0,4.1808,2354.0003,"LK->NP"
"LV->NP",0,8.1784,5741.8428,"LV->NP"
"MD->NP",0,9.2964,5298.0477,"MD->NP"
"MM->NP",0,4.3522,1364.0424,"MM->NP"
"MY->NP",1,3.9661,3543.5331,"MY->NP"
"NL->NP",0,6.6067,6983.1739,"NL->NP"
"NO->NP",0,8.0435,6517.5893,"NO->NP"
"NZ->NP",1,7.4705,11844.8639,"NZ->NP"
"PE->NP",0,9.8401,17158.1764,"PE->NP"
"PH->NP",0,6.3154,4359.9558,"PH->NP"
"PT->NP",0,7.8189,9066.6278,"PT->NP"
"PY->NP",0,11.3074,16328.6278,"PY->NP"
"RO->NP",0,8.7144,5652.5373,"RO->NP"
"RS->NP",0,8.6732,5950.2733,"RS->NP"
"SE->NP",0,7.9681,6200.1305,"SE->NP"
"SG->NP",0,4.9893,3536.7163,"SG->NP"
"TH->NP",0,2.7842,2245.9901,"TH->NP"
"TW->NP",0,5.8696,3534.5037,"TW->NP"
"UA->NP",0,7.8382,5075.3377,"UA->NP"
"US->NP",0,7.5806,12703.6481,"US->NP"
"UY->NP",0,11.7466,16238.9276,"UY->NP"
"VE->NP",0,9.8472,14828.8557,"VE->NP"
"VN->NP",0,5.5837,2667.9448,"VN->NP"
"AL->NZ",0,8.904,17832.4008,"AL->NZ"
"AR->NZ",1,5.3237,9342.6244,"AR->NZ"
"AT->NZ",0,8.4138,18239.8591,"AT->NZ"
"AU->NZ",7,1.3501,3125.5573,"AU->NZ"
"BD->NZ",0,7.2786,11096.2451,"BD->NZ"
"BG->NZ",0,8.8973,17320.3011,"BG->NZ"
"BO->NZ",0,6.3273,11114.6172,"BO->NZ"
"BR->NZ",2,5.849,12402.4192,"BR->NZ"
"BY->NZ",0,9.2929,17110.0912,"BY->NZ"
"CA->NZ",0,4.7023,13355.795,"CA->NZ"
"CH->NZ",0,7.3019,18719.5297,"CH->NZ"
"CL->NZ",0,4.5825,9473.712,"CL->NZ"
"CN->NZ",0,5.5934,10256.5456,"CN->NZ"
"CO->NZ",0,5.4483,12350.4756,"CO->NZ"
"DE->NZ",0,6.5048,18366.9912,"DE->NZ"
"DK->NZ",0,7.6552,17960.0268,"DK->NZ"
"EC->NZ",0,5.5236,11331.0997,"EC->NZ"
"ES->NZ",0,7.8695,19634.7026,"ES->NZ"
"FI->NZ",0,8.4598,16876.3323,"FI->NZ"
"FJ->NZ",0,2.159,2644.8762,"FJ->NZ"
"FR->NZ",0,6.6181,19095.5093,"FR->NZ"
"GB->NZ",0,5.8993,18686.0534,"GB->NZ"
"GF->NZ",1,8.307,13935.6629,"GF->NZ"
"GR->NZ",0,8.2345,17296.4552,"GR->NZ"
"HK->NZ",1,4.1658,9355.9326,"HK->NZ"
"ID->NZ",0,4.7064,7267.576,"ID->NZ"
"IN->NZ",1,6.5083,11821.3618,"IN->NZ"
"IS->NZ",0,5.8094,17291.6561,"IS->NZ"
"IT->NZ",0,7.2413,18473.9006,"IT->NZ"
"JP->NZ",2,4.2365,9395.7973,"JP->NZ"
"KH->NZ",0,6.6693,9247.1373,"KH->NZ"
"KR->NZ",1,4.4196,9740.4291,"KR->NZ"
"LA->NZ",0,6.3293,9813.2171,"LA->NZ"
"LK->NZ",0,6.6842,10830.4799,"LK->NZ"
"LV->NZ",0,8.7051,17235.2721,"LV->NZ"
"MD->NZ",0,10.0901,17140.6224,"MD->NZ"
"MM->NZ",0,6.2543,10482.5909,"MM->NZ"
"MY->NZ",0,4.4168,8311.5918,"MY->NZ"
"NL->NZ",0,6.4722,18563.6912,"NL->NZ"
"NO->NZ",1,8.5701,17339.4078,"NO->NZ"
"NP->NZ",1,7.4705,11844.8639,"NP->NZ"
"PE->NZ",0,5.6113,11037.4343,"PE->NZ"
"PH->NZ",0,6.1664,7725.7926,"PH->NZ"
"PT->NZ",0,7.9356,19129.8865,"PT->NZ"
"PY->NZ",0,7.458,10952.5379,"PY->NZ"
"RO->NZ",0,9.5081,17496.0442,"RO->NZ"
"RS->NZ",0,8.9943,17777.6236,"RS->NZ"
"SE->NZ",0,7.9665,17410.1145,"SE->NZ"
"SG->NZ",0,3.5204,8411.2238,"SG->NZ"
"TH->NZ",1,4.6863,9603.6503,"TH->NZ"
"TW->NZ",0,5.7306,9063.8426,"TW->NZ"
"UA->NZ",0,8.405,16907.8396,"UA->NZ"
"US->NZ",5,3.3518,12747.0467,"US->NZ"
"UY->NZ",0,6.7092,10190.4995,"UY->NZ"
"VE->NZ",0,5.6184,13263.0958,"VE->NZ"
"VN->NZ",0,5.8839,9230.7804,"VN->NZ"
"AL->PE",0,7.8117,11118.2424,"AL->PE"
"AR->PE",1,3.0444,3301.7553,"AR->PE"
"AT->PE",0,7.3215,10747.4787,"AT->PE"
"AU->PE",0,5.7701,14156.4612,"AU->PE"
"BD->PE",0,9.3027,17904.6766,"BD->PE"
"BG->PE",0,7.805,11662.344,"BG->PE"
"BO->PE",0,2.8008,1272.1196,"BO->PE"
"BR->PE",1,3.7058,3125.6966,"BR->PE"
"BY->PE",0,8.2006,11742.2852,"BY->PE"
"CA->PE",0,3.61,6888.9627,"CA->PE"
"CH->PE",0,6.2096,10260.4383,"CH->PE"
"CL->PE",0,2.5805,2559.8416,"CL->PE"
"CN->PE",1,6.4312,17513.391,"CN->PE"
"CO->PE",0,3.3188,1975.5178,"CO->PE"
"DE->PE",0,5.4125,10490.2926,"DE->PE"
"DK->PE",0,6.5629,10628.3457,"DK->PE"
"EC->PE",1,2.6449,1019.1623,"EC->PE"
"ES->PE",0,3.629,8986.8373,"ES->PE"
"FI->PE",0,7.3675,11464.836,"FI->PE"
"FJ->PE",0,5.0439,11503.8659,"FJ->PE"
"FR->PE",0,5.5258,9890.0279,"FR->PE"
"GB->PE",0,4.807,9745.5799,"GB->PE"
"GF->PE",0,7.2147,2984.2433,"GF->PE"
"GR->PE",0,7.1422,11561.7683,"GR->PE"
"HK->PE",0,6.254,18351.3804,"HK->PE"
"ID->PE",0,8.2225,18268.5172,"ID->PE"
"IN->PE",0,7.8386,17031.8898,"IN->PE"
"IS->PE",0,4.7171,9307.8842,"IS->PE"
"IT->PE",0,6.149,10505.7798,"IT->PE"
"JP->PE",1,4.7179,15788.5409,"JP->PE"
"KH->PE",0,9.3866,19719.7172,"KH->PE"
"KR->PE",0,5.586,16341.5968,"KR->PE"
"LA->PE",0,9.2787,19079.3178,"LA->PE"
"LK->PE",0,8.8739,17231.0776,"LK->PE"
"LV->PE",0,7.6128,11467.636,"LV->PE"
"MD->PE",0,8.9978,11860.1684,"MD->PE"
"MM->PE",0,9.2205,18514.3132,"MM->PE"
"MY->PE",0,8.7236,19322.0247,"MY->PE"
"NL->PE",0,5.38,10191.1742,"NL->PE"
"NO->PE",0,7.3375,10773.9446,"NO->PE"
"NP->PE",0,9.8401,17158.1764,"NP->PE"
"NZ->PE",0,5.6113,11037.4343,"NZ->PE"
"PH->PE",0,6.2168,18080.6125,"PH->PE"
"PT->PE",0,6.3424,8092.7646,"PT->PE"
"PY->PE",0,5.1169,2506.3473,"PY->PE"
"RO->PE",0,7.7281,11507.5847,"RO->PE"
"RS->PE",0,7.9021,11214.5491,"RS->PE"
"SE->PE",0,6.8742,11042.8145,"SE->PE"
"SG->PE",0,7.9695,19065.2037,"SG->PE"
"TH->PE",0,7.6525,19396.2661,"TH->PE"
"TW->PE",0,5.6473,17766.1042,"TW->PE"
"UA->PE",0,7.3127,12083.458,"UA->PE"
"US->PE",2,2.2595,5755.2281,"US->PE"
"UY->PE",0,4.43,3407.8575,"UY->PE"
"VE->PE",0,3.2627,2414.2839,"VE->PE"
"VN->PE",0,7.9798,19363.4046,"VN->PE"
"AL->PH",0,9.3974,10318.8116,"AL->PH"
"AR->PH",0,7.116,16799.5715,"AR->PH"
"AT->PH",0,7.7793,10522.6567,"AT->PH"
"AU->PH",2,4.8163,4786.6815,"AU->PH"
"BD->PH",0,6.6416,3647.137,"BD->PH"
"BG->PH",0,9.5028,9758.0328,"BG->PH"
"BO->PH",0,6.9329,18817.206,"BO->PH"
"BR->PH",0,6.4545,18716.411,"BR->PH"
"BY->PH",0,9.8282,9393.8503,"BY->PH"
"CA->PH",0,5.3078,12381.7938,"CA->PH"
"CH->PH",0,7.9075,10995.0283,"CH->PH"
"CL->PH",0,7.1419,17156.8661,"CL->PH"
"CN->PH",2,3.9928,2606.3482,"CN->PH"
"CO->PH",0,6.0538,17158.6723,"CO->PH"
"DE->PH",0,7.1103,10668.462,"DE->PH"
"DK->PH",0,8.2287,10394.1106,"DK->PH"
"EC->PH",0,6.1291,17415.5299,"EC->PH"
"ES->PH",0,8.4751,12381.0402,"ES->PH"
"FI->PH",0,7.467,9404.4169,"FI->PH"
"FJ->PH",0,6.6714,6764.8762,"FJ->PH"
"FR->PH",0,6.9697,11370.3702,"FR->PH"
"GB->PH",0,6.5048,11283.8931,"GB->PH"
"GF->PH",0,8.6586,18251.5108,"GF->PH"
"GR->PH",0,8.84,9963.294,"GR->PH"
"HK->PH",2,2.4706,1633.6206,"HK->PH"
"ID->PH",0,4.8162,1816.2327,"ID->PH"
"IN->PH",0,5.9812,4764.111,"IN->PH"
"IS->PH",0,6.415,11253.313,"IS->PH"
"IT->PH",0,7.7347,10873.6569,"IT->PH"
"JP->PH",0,2.6419,3121.7352,"JP->PH"
"KH->PH",0,5.5142,2028.8372,"KH->PH"
"KR->PH",1,3.0074,2865.6913,"KR->PH"
"LA->PH",0,5.1742,2340.8257,"LA->PH"
"LK->PH",0,6.1571,4729.5553,"LK->PH"
"LV->PH",0,9.3107,9577.3167,"LV->PH"
"MD->PH",0,9.5359,9463.3399,"MD->PH"
"MM->PH",0,5.0993,3073.8657,"MM->PH"
"MY->PH",0,3.8841,1745.2019,"MY->PH"
"NL->PH",0,5.3072,10925.1397,"NL->PH"
"NO->PH",0,8.4025,10053.2231,"NO->PH"
"NP->PH",0,6.3154,4359.9558,"NP->PH"
"NZ->PH",0,6.1664,7725.7926,"NZ->PH"
"PE->PH",0,6.2168,18080.6125,"PE->PH"
"PT->PH",0,8.5411,13164.1518,"PT->PH"
"PY->PH",0,8.2988,18364.9453,"PY->PH"
"RO->PH",0,9.3039,9846.7013,"RO->PH"
"RS->PH",0,9.5999,10172.4341,"RS->PH"
"SE->PH",0,8.5721,9899.0238,"SE->PH"
"SG->PH",0,2.9933,2309.1788,"SG->PH"
"TH->PH",0,3.5312,2442.4097,"TH->PH"
"TW->PH",0,3.6103,1520.9992,"TW->PH"
"UA->PH",0,9.0106,9213.7367,"UA->PH"
"US->PH",1,3.9573,13312.6309,"US->PH"
"UY->PH",0,8.5016,17287.4268,"UY->PH"
"VE->PH",0,6.2239,17535.8119,"VE->PH"
"VN->PH",0,4.7345,1747.4133,"VN->PH"
"AL->PT",0,5.3774,3059.2228,"AL->PT"
"AR->PT",0,5.0214,9864.0623,"AR->PT"
"AT->PT",0,5.0707,2667.9292,"AT->PT"
"AU->PT",0,8.0944,17781.5965,"AU->PT"
"BD->PT",0,6.9421,9815.3047,"BD->PT"
"BG->PT",0,5.2932,3583.3287,"BG->PT"
"BO->PT",0,5.3523,8029.464,"BO->PT"
"BR->PT",0,3.0152,6814.6978,"BR->PT"
"BY->PT",0,5.6888,3770.3798,"BY->PT"
"CA->PT",0,5.758,6310.3231,"CA->PT"
"CH->PT",0,3.7186,2184.4853,"CH->PT"
"CL->PT",0,5.6871,9693.9298,"CL->PT"
"CN->PT",0,7.1262,10611.423,"CN->PT"
"CO->PT",0,6.1103,6812.8501,"CO->PT"
"DE->PT",0,2.9007,2497.2643,"DE->PT"
"DK->PT",0,5.0222,2828.817,"DK->PT"
"EC->PT",0,5.92,7814.0234,"EC->PT"
"ES->PT",0,2.7134,962.6167,"ES->PT"
"FI->PT",0,5.6644,3892.424,"FI->PT"
"FJ->PT",0,7.3682,17448.754,"FJ->PT"
"FR->PT",0,2.9231,1809.0095,"FR->PT"
"GB->PT",0,2.4463,1988.8752,"GB->PT"
"GF->PT",0,4.6119,5198.8204,"GF->PT"
"GR->PT",0,5.0672,3571.8047,"GR->PT"
"HK->PT",0,6.6047,11531.3762,"HK->PT"
"ID->PT",0,8.1864,13640.5678,"ID->PT"
"IN->PT",0,5.8175,9077.1033,"IN->PT"
"IS->PT",0,4.8771,2957.3204,"IS->PT"
"IT->PT",1,3.7147,2425.6153,"IT->PT"
"JP->PT",0,6.9671,11336.0754,"JP->PT"
"KH->PT",0,8.7461,11664.4361,"KH->PT"
"KR->PT",0,7.8436,11041.9851,"KR->PT"
"LA->PT",0,8.406,11097.4886,"LA->PT"
"LK->PT",0,6.5133,10026.0878,"LK->PT"
"LV->PT",0,5.2522,3608.2552,"LV->PT"
"MD->PT",0,4.5473,3770.7956,"MD->PT"
"MM->PT",0,8.3311,10428.9829,"MM->PT"
"MY->PT",0,6.6977,12598.4718,"MY->PT"
"NL->PT",0,3.8767,2256.7224,"NL->PT"
