"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"IT->BG",0,1158.4919,3.483,0.0342196885666238,59464000,7284000,"IT->BG"
"JP->BG",0,8731.4922,7.0724,0.0342196885666238,127300000,7284000,"JP->BG"
"KH->BG",0,8103.5344,8.6307,0.0342196885666238,13396000,7284000,"KH->BG"
"KR->BG",0,8221.9011,7.3354,0.0342196885666238,48580000,7284000,"KR->BG"
"LA->BG",0,7561.5967,8.2906,0.0342196885666238,6256000,7284000,"LA->BG"
"LK->BG",0,6552.1653,6.8548,0.0342196885666238,20653000,7284000,"LK->BG"
"LV->BG",0,1574.7535,5.2353,0.0342196885666238,2070000,7284000,"LV->BG"
"MD->BG",0,502.702,5.9779,0.0342196885666238,3560000,7284000,"MD->BG"
"MM->BG",0,6870.8495,8.2157,0.0342196885666238,47963000,7284000,"MM->BG"
"MY->BG",0,9020.389,7.5561,0.0342196885666238,30017000,7284000,"MY->BG"
"NL->BG",0,1864.4327,4.7712,0.0342196885666238,16838000,7284000,"NL->BG"
"NO->BG",0,2466.016,5.6776,0.0342196885666238,5009000,7284000,"NO->BG"
"NP->BG",0,5507.1032,8.1035,0.0342196885666238,26621000,7284000,"NP->BG"
"NZ->BG",0,17320.3011,8.8973,0.0342196885666238,4434000,7284000,"NZ->BG"
"PE->BG",0,11662.344,7.805,0.0342196885666238,30135000,7284000,"PE->BG"
"PH->BG",0,9758.0328,9.5028,0.0342196885666238,92340000,7284000,"PH->BG"
"PT->BG",0,3583.3287,5.2932,0.0342196885666238,10487000,7284000,"PT->BG"
"PY->BG",0,11409.408,7.9889,0.0342196885666238,6382000,7284000,"PY->BG"
"RO->BG",0,326.7495,4.8991,0.0342196885666238,19043000,7284000,"RO->BG"
"RS->BG",0,460.5883,5.3547,0.0342196885666238,7120000,7284000,"RS->BG"
"SE->BG",0,2007.1192,5.341,0.0342196885666238,9490000,7284000,"SE->BG"
"SG->BG",0,8909.0953,6.9323,0.0342196885666238,5184000,7284000,"SG->BG"
"TH->BG",0,7735.1535,6.6477,0.0342196885666238,65500000,7284000,"TH->BG"
"TW->BG",0,8564.2503,8.7823,0.0342196885666238,23293593,7284000,"TW->BG"
"UA->BG",0,733.4318,5.5845,0.0342196885666238,45426000,7284000,"UA->BG"
"US->BG",1,9281.6646,5.5455,0.0342196885666238,3.17e+08,7284000,"US->BG"
"UY->BG",0,11966.2937,8.4281,0.0342196885666238,3251000,7284000,"UY->BG"
"VE->BG",0,9457.0273,6.759,0.0342196885666238,27150000,7284000,"VE->BG"
"VN->BG",0,8156.8602,8.1004,0.0342196885666238,87840000,7284000,"VN->BG"
"AL->BO",0,10903.8738,8.2838,0.0342196885666238,2832000,10624000,"AL->BO"
"AR->BO",0,2353.8549,2.7559,0.0342196885666238,40117000,10624000,"AR->BO"
"AT->BO",0,10683.4536,8.0375,0.0342196885666238,8451860,10624000,"AT->BO"
"AU->BO",0,14113.7255,6.4861,0.0342196885666238,22902000,10624000,"AU->BO"
"BD->BO",0,17539.1723,10.0187,0.0342196885666238,142319000,10624000,"BD->BO"
"BG->BO",0,11464.4217,8.4818,0.0342196885666238,7284000,10624000,"BG->BO"
"BR->BO",1,2032.3659,2.3371,0.0342196885666238,192400000,10624000,"BR->BO"
"BY->BO",0,11794.863,8.8774,0.0342196885666238,9460000,10624000,"BY->BO"
"CA->BO",1,7964.6886,4.326,0.0342196885666238,3.5e+07,10624000,"CA->BO"
"CH->BO",0,10207.2807,6.9256,0.0342196885666238,7952000,10624000,"CH->BO"
"CL->BO",0,1801.1782,3.094,0.0342196885666238,17402000,10624000,"CL->BO"
"CN->BO",0,18410.9061,7.1472,0.0342196885666238,1347350000,10624000,"CN->BO"
"CO->BO",0,2979.5771,4.6941,0.0342196885666238,47015000,10624000,"CO->BO"
"DE->BO",0,10518.4584,6.0893,0.0342196885666238,80500000,10624000,"DE->BO"
"DK->BO",0,10764.9862,7.2789,0.0342196885666238,5580000,10624000,"DK->BO"
"EC->BO",0,2249.4041,5.1473,0.0342196885666238,14483000,10624000,"EC->BO"
"ES->BO",0,8832.2598,4.6928,0.0342196885666238,46185000,10624000,"ES->BO"
"FI->BO",0,11722.0681,8.0836,0.0342196885666238,5408000,10624000,"FI->BO"
"FJ->BO",0,12080.0989,5.76,0.0342196885666238,861000,10624000,"FJ->BO"
"FR->BO",0,9831.338,5.9046,0.0342196885666238,65350000,10624000,"FR->BO"
"GB->BO",0,9871.3429,5.523,0.0342196885666238,62262000,10624000,"GB->BO"
"GF->BO",0,2858.9235,5.9476,0.0342196885666238,224000,10624000,"GF->BO"
"GR->BO",0,11260.6258,7.8582,0.0342196885666238,10787000,10624000,"GR->BO"
"HK->BO",0,19450.4382,6.97,0.0342196885666238,7103000,10624000,"HK->BO"
"ID->BO",0,17744.5115,8.9385,0.0342196885666238,237641000,10624000,"ID->BO"
"IN->BO",0,16361.5312,8.5547,0.0342196885666238,1210570000,10624000,"IN->BO"
"IS->BO",0,9756.0642,5.4332,0.0342196885666238,320000,10624000,"IS->BO"
"IT->BO",0,10344.2687,6.6211,0.0342196885666238,59464000,10624000,"IT->BO"
"JP->BO",0,17046.7249,5.4339,0.0342196885666238,127300000,10624000,"JP->BO"
"KH->BO",0,18841.3145,10.1026,0.0342196885666238,13396000,10624000,"KH->BO"
"KR->BO",0,17556.5859,6.3021,0.0342196885666238,48580000,10624000,"KR->BO"
"LA->BO",0,18787.2131,9.9947,0.0342196885666238,6256000,10624000,"LA->BO"
"LK->BO",0,16138.1747,9.59,0.0342196885666238,20653000,10624000,"LK->BO"
"LV->BO",0,11591.8609,8.3288,0.0342196885666238,2070000,10624000,"LV->BO"
"MD->BO",0,11752.2697,9.6747,0.0342196885666238,3560000,10624000,"MD->BO"
"MM->BO",0,18077.2272,9.9366,0.0342196885666238,47963000,10624000,"MM->BO"
"MY->BO",0,18455.2146,9.4396,0.0342196885666238,30017000,10624000,"MY->BO"
"NL->BO",0,10251.9747,6.096,0.0342196885666238,16838000,10624000,"NL->BO"
"NO->BO",0,11056.1331,8.1939,0.0342196885666238,5009000,10624000,"NO->BO"
"NP->BO",0,16846.869,10.5561,0.0342196885666238,26621000,10624000,"NP->BO"
"NZ->BO",0,11114.6172,6.3273,0.0342196885666238,4434000,10624000,"NZ->BO"
"PE->BO",0,1272.1196,2.8008,0.0342196885666238,30135000,10624000,"PE->BO"
"PH->BO",0,18817.206,6.9329,0.0342196885666238,92340000,10624000,"PH->BO"
"PT->BO",0,8029.464,5.3523,0.0342196885666238,10487000,10624000,"PT->BO"
"PY->BO",0,1242.2065,2.3161,0.0342196885666238,6382000,10624000,"PY->BO"
"RO->BO",0,11370.9947,8.792,0.0342196885666238,19043000,10624000,"RO->BO"
"RS->BO",0,11047.368,8.6181,0.0342196885666238,7120000,10624000,"RS->BO"
"SE->BO",0,11243.2846,7.5903,0.0342196885666238,9490000,10624000,"SE->BO"
"SG->BO",0,17938.4178,8.6855,0.0342196885666238,5184000,10624000,"SG->BO"
"TH->BO",0,18501.5573,8.3685,0.0342196885666238,65500000,10624000,"TH->BO"
"TW->BO",0,19028.0248,6.3633,0.0342196885666238,23293593,10624000,"TW->BO"
"UA->BO",0,11999.7249,8.0288,0.0342196885666238,45426000,10624000,"UA->BO"
"US->BO",0,6891.1664,2.9755,0.0342196885666238,3.17e+08,10624000,"US->BO"
"UY->BO",0,2220.1126,4.1414,0.0342196885666238,3251000,10624000,"UY->BO"
"VE->BO",0,3030.9845,4.2304,0.0342196885666238,27150000,10624000,"VE->BO"
"VN->BO",0,19280.5164,8.6958,0.0342196885666238,87840000,10624000,"VN->BO"
"AL->BR",0,9358.7756,5.9467,0.0342196885666238,2832000,192400000,"AL->BR"
"AR->BR",1,3060.8456,2.0062,0.0342196885666238,40117000,192400000,"AR->BR"
"AT->BR",0,9315.4038,5.9222,0.0342196885666238,8451860,192400000,"AT->BR"
"AU->BR",1,14988.366,6.0078,0.0342196885666238,22902000,192400000,"AU->BR"
"BD->BR",2,15581.7036,8.8765,0.0342196885666238,142319000,192400000,"BD->BR"
"BG->BR",0,9912.607,6.1447,0.0342196885666238,7284000,192400000,"BG->BR"
"BO->BR",0,2032.3659,2.3371,0.0342196885666238,10624000,192400000,"BO->BR"
"BY->BR",0,10505.5933,6.5403,0.0342196885666238,9460000,192400000,"BY->BR"
"CA->BR",0,8753.1779,3.8477,0.0342196885666238,3.5e+07,192400000,"CA->BR"
"CH->BR",0,8877.0603,5.4419,0.0342196885666238,7952000,192400000,"CH->BR"
"CL->BR",1,3056.2796,2.672,0.0342196885666238,17402000,192400000,"CL->BR"
"CN->BR",2,17280.5106,6.6689,0.0342196885666238,1347350000,192400000,"CN->BR"
"CO->BR",0,4142.5392,4.2524,0.0342196885666238,47015000,192400000,"CO->BR"
"DE->BR",0,9271.3612,3.7522,0.0342196885666238,80500000,192400000,"DE->BR"
"DK->BR",1,9643.3478,6.7303,0.0342196885666238,5580000,192400000,"DK->BR"
"EC->BR",0,3892.3795,4.669,0.0342196885666238,14483000,192400000,"EC->BR"
"ES->BR",1,7452.6044,3.7002,0.0342196885666238,46185000,192400000,"ES->BR"
"FI->BR",0,10702.3455,6.6075,0.0342196885666238,5408000,192400000,"FI->BR"
"FJ->BR",0,13875.1278,5.2816,0.0342196885666238,861000,192400000,"FJ->BR"
"FR->BR",2,8514.5745,3.5674,0.0342196885666238,65350000,192400000,"FR->BR"
"GB->BR",1,8790.844,4.3808,0.0342196885666238,62262000,192400000,"GB->BR"
"GF->BR",0,2423.7215,3.6105,0.0342196885666238,224000,192400000,"GF->BR"
"GR->BR",0,9615.2074,5.9186,0.0342196885666238,10787000,192400000,"GR->BR"
"HK->BR",2,17884.8959,6.4917,0.0342196885666238,7103000,192400000,"HK->BR"
"ID->BR",0,16972.1716,8.4602,0.0342196885666238,237641000,192400000,"ID->BR"
"IN->BR",0,14357.4325,7.4618,0.0342196885666238,1210570000,192400000,"IN->BR"
"IS->BR",0,9162.8721,4.9548,0.0342196885666238,320000,192400000,"IS->BR"
"IT->BR",0,8881.0493,4.284,0.0342196885666238,59464000,192400000,"IT->BR"
"JP->BR",1,17828.7635,4.9556,0.0342196885666238,127300000,192400000,"JP->BR"
"KH->BR",0,16881.3535,9.6243,0.0342196885666238,13396000,192400000,"KH->BR"
"KR->BR",1,17792.8991,5.8237,0.0342196885666238,48580000,192400000,"KR->BR"
"LA->BR",0,16758.8558,9.5164,0.0342196885666238,6256000,192400000,"LA->BR"
"LK->BR",0,14139.6129,8.2144,0.0342196885666238,20653000,192400000,"LK->BR"
"LV->BR",0,10403.5481,6.595,0.0342196885666238,2070000,192400000,"LV->BR"
"MD->BR",0,10281.9458,7.3375,0.0342196885666238,3560000,192400000,"MD->BR"
"MM->BR",0,16069.9497,9.4582,0.0342196885666238,47963000,192400000,"MM->BR"
"MY->BR",0,16983.0542,8.6321,0.0342196885666238,30017000,192400000,"MY->BR"
"NL->BR",1,9061.9017,5.1139,0.0342196885666238,16838000,192400000,"NL->BR"
"NO->BR",1,10116.5485,7.0373,0.0342196885666238,5009000,192400000,"NO->BR"
"NP->BR",1,14954.948,9.4632,0.0342196885666238,26621000,192400000,"NP->BR"
"NZ->BR",0,12402.4192,5.849,0.0342196885666238,4434000,192400000,"NZ->BR"
"PE->BR",1,3125.6966,3.7058,0.0342196885666238,30135000,192400000,"PE->BR"
"PH->BR",0,18716.411,6.4545,0.0342196885666238,92340000,192400000,"PH->BR"
"PT->BR",0,6814.6978,3.0152,0.0342196885666238,10487000,192400000,"PT->BR"
"PY->BR",0,1497.6375,1.8442,0.0342196885666238,6382000,192400000,"PY->BR"
"RO->BR",0,9887.6925,6.6031,0.0342196885666238,19043000,192400000,"RO->BR"
"RS->BR",0,9545.9128,6.7143,0.0342196885666238,7120000,192400000,"RS->BR"
"SE->BR",0,10177.2286,6.7006,0.0342196885666238,9490000,192400000,"SE->BR"
"SG->BR",0,16413.5075,8.2072,0.0342196885666238,5184000,192400000,"SG->BR"
"TH->BR",0,16497.998,7.8902,0.0342196885666238,65500000,192400000,"TH->BR"
"TW->BR",0,18447.6325,5.885,0.0342196885666238,23293593,192400000,"TW->BR"
"UA->BR",0,10543.4605,7.0073,0.0342196885666238,45426000,192400000,"UA->BR"
"US->BR",11,7907.258,2.4972,0.0342196885666238,3.17e+08,192400000,"US->BR"
"UY->BR",0,2244.9237,2.2834,0.0342196885666238,3251000,192400000,"UY->BR"
"VE->BR",0,3632.6964,4.5005,0.0342196885666238,27150000,192400000,"VE->BR"
"VN->BR",0,17268.2595,8.0633,0.0342196885666238,87840000,192400000,"VN->BR"
"AL->BY",0,1517.2472,5.3844,0.0342196885666238,2832000,9460000,"AL->BY"
"AR->BY",0,13564.7423,7.9984,0.0342196885666238,40117000,9460000,"AR->BY"
"AT->BY",0,1204.042,3.2526,0.0342196885666238,8451860,9460000,"AT->BY"
"AU->BY",0,14104.5074,9.4517,0.0342196885666238,22902000,9460000,"AU->BY"
"BD->BY",0,6172.7166,8.7392,0.0342196885666238,142319000,9460000,"BD->BY"
"BG->BY",0,1235.9093,5.1806,0.0342196885666238,7284000,9460000,"BG->BY"
"BO->BY",0,11794.863,8.8774,0.0342196885666238,10624000,9460000,"BO->BY"
"BR->BY",0,10505.5933,6.5403,0.0342196885666238,192400000,9460000,"BR->BY"
"CA->BY",0,7434.8656,6.8735,0.0342196885666238,3.5e+07,9460000,"CA->BY"
"CH->BY",0,1628.8489,5.3727,0.0342196885666238,7952000,9460000,"CH->BY"
"CL->BY",0,13457.5955,8.4948,0.0342196885666238,17402000,9460000,"CL->BY"
"CN->BY",0,6853.8925,6.1536,0.0342196885666238,1347350000,9460000,"CN->BY"
"CO->BY",0,10171.2071,8.0376,0.0342196885666238,47015000,9460000,"CO->BY"
"DE->BY",0,1276.4362,2.7881,0.0342196885666238,80500000,9460000,"DE->BY"
"DK->BY",0,1154.5262,5.7663,0.0342196885666238,5580000,9460000,"DK->BY"
"EC->BY",0,11279.8646,8.0546,0.0342196885666238,14483000,9460000,"EC->BY"
"ES->BY",0,3052.9891,4.848,0.0342196885666238,46185000,9460000,"ES->BY"
"FI->BY",0,1015.6342,5.6434,0.0342196885666238,5408000,9460000,"FI->BY"
"FJ->BY",0,15221.9887,8.7256,0.0342196885666238,861000,9460000,"FJ->BY"
"FR->BY",1,1995.4945,4.4661,0.0342196885666238,65350000,9460000,"FR->BY"
"GB->BY",0,2003.4291,4.2434,0.0342196885666238,62262000,9460000,"GB->BY"
"GF->BY",0,8947.8843,6.155,0.0342196885666238,224000,9460000,"GF->BY"
"GR->BY",1,1770.9175,4.9546,0.0342196885666238,10787000,9460000,"GR->BY"
"HK->BY",0,7761.0024,7.9123,0.0342196885666238,7103000,9460000,"HK->BY"
"ID->BY",0,10028.5479,9.1509,0.0342196885666238,237641000,9460000,"ID->BY"
"IN->BY",0,5681.0813,6.4977,0.0342196885666238,1210570000,9460000,"IN->BY"
"IS->BY",0,3017.116,6.2582,0.0342196885666238,320000,9460000,"IS->BY"
"IT->BY",0,1716.0154,3.7217,0.0342196885666238,59464000,9460000,"IT->BY"
"JP->BY",0,7885.9515,7.3563,0.0342196885666238,127300000,9460000,"JP->BY"
"KH->BY",0,7996.6747,9.0263,0.0342196885666238,13396000,9460000,"KH->BY"
"KR->BY",0,7459.4462,6.8207,0.0342196885666238,48580000,9460000,"KR->BY"
"LA->BY",0,7396.5091,8.6862,0.0342196885666238,6256000,9460000,"LA->BY"
"LK->BY",0,6948.9212,7.2504,0.0342196885666238,20653000,9460000,"LK->BY"
"LV->BY",0,423.2439,4.3373,0.0342196885666238,2070000,9460000,"LV->BY"
"MD->BY",0,775.7305,5.3452,0.0342196885666238,3560000,9460000,"MD->BY"
"MM->BY",0,6773.9732,8.6113,0.0342196885666238,47963000,9460000,"MM->BY"
"MY->BY",0,8971.497,8.0964,0.0342196885666238,30017000,9460000,"MY->BY"
"NL->BY",0,1555.4855,6.1433,0.0342196885666238,16838000,9460000,"NL->BY"
"NO->BY",0,1424.7874,6.0732,0.0342196885666238,5009000,9460000,"NO->BY"
"NP->BY",0,5441.5918,8.4991,0.0342196885666238,26621000,9460000,"NP->BY"
"NZ->BY",0,17110.0912,9.2929,0.0342196885666238,4434000,9460000,"NZ->BY"
"PE->BY",0,11742.2852,8.2006,0.0342196885666238,30135000,9460000,"PE->BY"
"PH->BY",0,9393.8503,9.8282,0.0342196885666238,92340000,9460000,"PH->BY"
"PT->BY",0,3770.3798,5.6888,0.0342196885666238,10487000,9460000,"PT->BY"
"PY->BY",0,11971.1818,8.3845,0.0342196885666238,6382000,9460000,"PY->BY"
"RO->BY",0,978.5694,5.7915,0.0342196885666238,19043000,9460000,"RO->BY"
"RS->BY",0,1252.9245,5.7503,0.0342196885666238,7120000,9460000,"RS->BY"
"SE->BY",0,961.0055,5.7366,0.0342196885666238,9490000,9460000,"SE->BY"
"SG->BY",0,8972.3754,7.3279,0.0342196885666238,5184000,9460000,"SG->BY"
"TH->BY",0,7676.0257,7.0433,0.0342196885666238,65500000,9460000,"TH->BY"
"TW->BY",0,8047.7868,9.1779,0.0342196885666238,23293593,9460000,"TW->BY"
"UA->BY",0,709.513,4.6711,0.0342196885666238,45426000,9460000,"UA->BY"
"US->BY",0,8460.1767,5.9411,0.0342196885666238,3.17e+08,9460000,"US->BY"
"UY->BY",0,12682.2575,8.8237,0.0342196885666238,3251000,9460000,"UY->BY"
"VE->BY",0,9388.05,7.1546,0.0342196885666238,27150000,9460000,"VE->BY"
"VN->BY",0,7956.1676,7.3266,0.0342196885666238,87840000,9460000,"VN->BY"
"AL->CA",0,8169.9177,6.9027,0.0342196885666238,2832000,3.5e+07,"AL->CA"
"AR->CA",0,10190.5176,4.5092,0.0342196885666238,40117000,3.5e+07,"AR->CA"
"AT->CA",0,7366.5216,5.6645,0.0342196885666238,8451860,3.5e+07,"AT->CA"
"AU->CA",0,14514.2692,4.8611,0.0342196885666238,22902000,3.5e+07,"AU->CA"
"BD->CA",1,11889.8523,7.8074,0.0342196885666238,142319000,3.5e+07,"BD->CA"
"BG->CA",0,8362.2868,6.4779,0.0342196885666238,7284000,3.5e+07,"BG->CA"
"BO->CA",0,7964.6886,4.326,0.0342196885666238,10624000,3.5e+07,"BO->CA"
"BR->CA",0,8753.1779,3.8477,0.0342196885666238,192400000,3.5e+07,"BR->CA"
"BY->CA",0,7434.8656,6.8735,0.0342196885666238,9460000,3.5e+07,"BY->CA"
"CH->CA",0,7090.4756,5.3006,0.0342196885666238,7952000,3.5e+07,"CH->CA"
"CL->CA",0,9429.0964,4.535,0.0342196885666238,17402000,3.5e+07,"CL->CA"
"CN->CA",1,10624.4639,4.6317,0.0342196885666238,1347350000,3.5e+07,"CN->CA"
"CO->CA",0,4985.7462,3.447,0.0342196885666238,47015000,3.5e+07,"CO->CA"
"DE->CA",0,6860.8794,4.0854,0.0342196885666238,80500000,3.5e+07,"DE->CA"
"DK->CA",0,6493.2878,5.6539,0.0342196885666238,5580000,3.5e+07,"DK->CA"
"EC->CA",0,5893.2407,3.5223,0.0342196885666238,14483000,3.5e+07,"EC->CA"
"ES->CA",0,7010.4214,5.2819,0.0342196885666238,46185000,3.5e+07,"ES->CA"
"FI->CA",0,6528.8952,6.4585,0.0342196885666238,5408000,3.5e+07,"FI->CA"
"FJ->CA",0,11226.0882,4.1349,0.0342196885666238,861000,3.5e+07,"FJ->CA"
"FR->CA",0,6948.164,3.9134,0.0342196885666238,65350000,3.5e+07,"FR->CA"
"GB->CA",0,6095.8115,3.3116,0.0342196885666238,62262000,3.5e+07,"GB->CA"
"GF->CA",0,6427.5351,5.6023,0.0342196885666238,224000,3.5e+07,"GF->CA"
"GR->CA",0,8743.0611,5.6799,0.0342196885666238,10787000,3.5e+07,"GR->CA"
"HK->CA",0,11530.9814,4.3492,0.0342196885666238,7103000,3.5e+07,"HK->CA"
"ID->CA",0,14179.7686,7.3135,0.0342196885666238,237641000,3.5e+07,"ID->CA"
"IN->CA",1,12248.5005,5.7748,0.0342196885666238,1210570000,3.5e+07,"IN->CA"
"IS->CA",0,4508.8201,3.8081,0.0342196885666238,320000,3.5e+07,"IS->CA"
"IT->CA",0,7663.3944,5.24,0.0342196885666238,59464000,3.5e+07,"IT->CA"
"JP->CA",0,9265.6042,3.8089,0.0342196885666238,127300000,3.5e+07,"JP->CA"
"KH->CA",0,12875.121,8.4776,0.0342196885666238,13396000,3.5e+07,"KH->CA"
"KR->CA",0,9627.5851,4.677,0.0342196885666238,48580000,3.5e+07,"KR->CA"
"LA->CA",0,12327.1511,8.0999,0.0342196885666238,6256000,3.5e+07,"LA->CA"
"LK->CA",0,13747.3792,7.3786,0.0342196885666238,20653000,3.5e+07,"LK->CA"
"LV->CA",0,7011.6377,6.1175,0.0342196885666238,2070000,3.5e+07,"LV->CA"
"MD->CA",0,8105.5726,7.6708,0.0342196885666238,3560000,3.5e+07,"MD->CA"
"MM->CA",0,12215.5689,8.3115,0.0342196885666238,47963000,3.5e+07,"MM->CA"
"MY->CA",0,13615.2448,7.563,0.0342196885666238,30017000,3.5e+07,"MY->CA"
"NL->CA",0,6579.7106,4.4328,0.0342196885666238,16838000,3.5e+07,"NL->CA"
"NO->CA",0,6010.4209,5.9825,0.0342196885666238,5009000,3.5e+07,"NO->CA"
"NP->CA",0,11474.72,7.7762,0.0342196885666238,26621000,3.5e+07,"NP->CA"
"NZ->CA",0,13355.795,4.7023,0.0342196885666238,4434000,3.5e+07,"NZ->CA"
"PE->CA",0,6888.9627,3.61,0.0342196885666238,30135000,3.5e+07,"PE->CA"
"PH->CA",0,12381.7938,5.3078,0.0342196885666238,92340000,3.5e+07,"PH->CA"
"PT->CA",0,6310.3231,5.758,0.0342196885666238,10487000,3.5e+07,"PT->CA"
"PY->CA",0,9120.9968,5.6919,0.0342196885666238,6382000,3.5e+07,"PY->CA"
"RO->CA",0,8038.0536,7.0888,0.0342196885666238,19043000,3.5e+07,"RO->CA"
"RS->CA",0,8018.5888,6.993,0.0342196885666238,7120000,3.5e+07,"RS->CA"
"SE->CA",0,6478.5001,5.9652,0.0342196885666238,9490000,3.5e+07,"SE->CA"
"SG->CA",0,14076.6371,7.0605,0.0342196885666238,5184000,3.5e+07,"SG->CA"
"TH->CA",0,12878.1441,6.7435,0.0342196885666238,65500000,3.5e+07,"TH->CA"
"TW->CA",0,11121.5801,4.7383,0.0342196885666238,23293593,3.5e+07,"TW->CA"
"UA->CA",0,8131.8982,6.1678,0.0342196885666238,45426000,3.5e+07,"UA->CA"
"US->CA",1,1229.1707,1.3505,0.0342196885666238,3.17e+08,3.5e+07,"US->CA"
"UY->CA",0,10176.6004,5.8947,0.0342196885666238,3251000,3.5e+07,"UY->CA"
"VE->CA",0,5156.069,3.6171,0.0342196885666238,27150000,3.5e+07,"VE->CA"
"VN->CA",0,12479.8623,7.0708,0.0342196885666238,87840000,3.5e+07,"VN->CA"
"AL->CH",0,1125.0433,5.1697,0.0342196885666238,2832000,7952000,"AL->CH"
"AR->CH",0,11936.859,6.3044,0.0342196885666238,40117000,7952000,"AR->CH"
"AT->CH",0,487.0755,3.4349,0.0342196885666238,8451860,7952000,"AT->CH"
"AU->CH",0,15624.4954,7.4607,0.0342196885666238,22902000,7952000,"AU->CH"
"BD->CH",0,7644.504,7.1651,0.0342196885666238,142319000,7952000,"BD->CH"
"BG->CH",0,1518.781,4.9771,0.0342196885666238,7284000,7952000,"BG->CH"
"BO->CH",0,10207.2807,6.9256,0.0342196885666238,10624000,7952000,"BO->CH"
"BR->CH",0,8877.0603,5.4419,0.0342196885666238,192400000,7952000,"BR->CH"
"BY->CH",0,1628.8489,5.3727,0.0342196885666238,9460000,7952000,"BY->CH"
"CA->CH",0,7090.4756,5.3006,0.0342196885666238,3.5e+07,7952000,"CA->CH"
"CL->CH",0,11837.8131,6.8008,0.0342196885666238,17402000,7952000,"CL->CH"
"CN->CH",0,8477.0724,6.8101,0.0342196885666238,1347350000,7952000,"CN->CH"
"CO->CH",0,8857.4757,6.0466,0.0342196885666238,47015000,7952000,"CO->CH"
"DE->CH",0,489.8557,2.5846,0.0342196885666238,80500000,7952000,"DE->CH"
"DK->CH",0,1058.7768,3.9523,0.0342196885666238,5580000,7952000,"DK->CH"
"EC->CH",0,9914.0504,6.1219,0.0342196885666238,14483000,7952000,"EC->CH"
"ES->CH",0,1424.8122,3.1541,0.0342196885666238,46185000,7952000,"ES->CH"
"FI->CH",0,2064.5185,4.6098,0.0342196885666238,5408000,7952000,"FI->CH"
"FJ->CH",0,16651.3659,6.7346,0.0342196885666238,861000,7952000,"FJ->CH"
"FR->CH",1,376.0677,3.0249,0.0342196885666238,65350000,7952000,"FR->CH"
"GB->CH",0,995.2452,2.6693,0.0342196885666238,62262000,7952000,"GB->CH"
"GF->CH",0,7383.2695,4.7138,0.0342196885666238,224000,7952000,"GF->CH"
"GR->CH",0,1718.6924,4.077,0.0342196885666238,10787000,7952000,"GR->CH"
"HK->CH",0,9366.1731,6.0045,0.0342196885666238,7103000,7952000,"HK->CH"
"ID->CH",0,11490.3586,7.2124,0.0342196885666238,237641000,7952000,"ID->CH"
"IN->CH",0,6979.7466,5.2543,0.0342196885666238,1210570000,7952000,"IN->CH"
"IS->CH",0,2658.2026,5.1001,0.0342196885666238,320000,7952000,"IS->CH"
"IT->CH",0,577.9695,3.507,0.0342196885666238,59464000,7952000,"IT->CH"
"JP->CH",0,9465.2164,5.8822,0.0342196885666238,127300000,7952000,"JP->CH"
"KH->CH",0,9491.2788,7.0468,0.0342196885666238,13396000,7952000,"KH->CH"
"KR->CH",0,9069.3565,6.7304,0.0342196885666238,48580000,7952000,"KR->CH"
"LA->CH",0,8916.4375,6.7067,0.0342196885666238,6256000,7952000,"LA->CH"
"LK->CH",0,8069.918,5.3058,0.0342196885666238,20653000,7952000,"LK->CH"
"LV->CH",0,1572.5927,5.4274,0.0342196885666238,2070000,7952000,"LV->CH"
"MD->CH",0,1603.5139,6.17,0.0342196885666238,3560000,7952000,"MD->CH"
"MM->CH",0,8256.575,6.6318,0.0342196885666238,47963000,7952000,"MM->CH"
"MY->CH",0,10439.5291,6.1914,0.0342196885666238,30017000,7952000,"MY->CH"
"NL->CH",0,571.8248,3.7302,0.0342196885666238,16838000,7952000,"NL->CH"
"NO->CH",0,1820.7139,5.3402,0.0342196885666238,5009000,7952000,"NO->CH"
"NP->CH",0,6897.9971,7.2557,0.0342196885666238,26621000,7952000,"NP->CH"
"NZ->CH",0,18719.5297,7.3019,0.0342196885666238,4434000,7952000,"NZ->CH"
"PE->CH",0,10260.4383,6.2096,0.0342196885666238,30135000,7952000,"PE->CH"
"PH->CH",0,10995.0283,7.9075,0.0342196885666238,92340000,7952000,"PH->CH"
"PT->CH",0,2184.4853,3.7186,0.0342196885666238,10487000,7952000,"PT->CH"
"PY->CH",0,10343.0116,7.2861,0.0342196885666238,6382000,7952000,"PY->CH"
"RO->CH",0,1280.8834,4.9853,0.0342196885666238,19043000,7952000,"RO->CH"
"RS->CH",0,1067.1132,3.1008,0.0342196885666238,7120000,7952000,"RS->CH"
"SE->CH",0,1563.4151,4.608,0.0342196885666238,9490000,7952000,"SE->CH"
"SG->CH",0,10370.8393,5.3894,0.0342196885666238,5184000,7952000,"SG->CH"
"TH->CH",0,9143.3473,5.0638,0.0342196885666238,65500000,7952000,"TH->CH"
"TW->CH",0,9672.7395,7.3379,0.0342196885666238,23293593,7952000,"TW->CH"
"UA->CH",0,1823.3448,5.1708,0.0342196885666238,45426000,7952000,"UA->CH"
