"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"KH->IS",0,8.7305,10412.6685,13396000,320000,"KH->IS"
"KR->IS",0,5.7842,8631.9803,48580000,320000,"KR->IS"
"LA->IS",0,8.3905,9773.4963,6256000,320000,"LA->IS"
"LK->IS",0,6.4977,9893.7071,20653000,320000,"LK->IS"
"LV->IS",0,5.2366,2605.434,2070000,320000,"LV->IS"
"MD->IS",0,7.0554,3621.2897,3560000,320000,"MD->IS"
"MM->IS",0,8.3155,9287.5265,47963000,320000,"MM->IS"
"MY->IS",0,6.6821,11403.2238,30017000,320000,"MY->IS"
"NL->IS",0,4.1716,2108.419,16838000,320000,"NL->IS"
"NO->IS",0,3.4924,1638.2422,5009000,320000,"NO->IS"
"NP->IS",0,7.8034,8082.3669,26621000,320000,"NP->IS"
"NZ->IS",0,5.8094,17291.6561,4434000,320000,"NZ->IS"
"PE->IS",0,4.7171,9307.8842,30135000,320000,"PE->IS"
"PH->IS",0,6.415,11253.313,92340000,320000,"PH->IS"
"PT->IS",0,4.8771,2957.3204,10487000,320000,"PT->IS"
"PY->IS",0,6.7991,10378.6228,6382000,320000,"PY->IS"
"RO->IS",0,6.4734,3530.4013,19043000,320000,"RO->IS"
"RS->IS",0,6.3703,3515.5275,7120000,320000,"RS->IS"
"SE->IS",0,3.6644,2065.2314,9490000,320000,"SE->IS"
"SG->IS",0,6.3479,11554.3325,5184000,320000,"SG->IS"
"TH->IS",0,6.7475,10178.1197,65500000,320000,"TH->IS"
"TW->IS",0,5.8454,9739.7465,23293593,320000,"TW->IS"
"UA->IS",0,6.7251,3679.776,45426000,320000,"UA->IS"
"US->IS",0,2.4577,5460.8496,3.17e+08,320000,"US->IS"
"UY->IS",0,7.0019,11369.2496,3251000,320000,"UY->IS"
"VE->IS",0,4.7243,6897.2515,27150000,320000,"VE->IS"
"VN->IS",0,8.1779,10236.2264,87840000,320000,"VN->IS"
"AL->IT",0,1.6627,646.4,2832000,59464000,"AL->IT"
"AR->IT",0,4.4521,11920.6439,40117000,59464000,"AR->IT"
"AT->IT",0,3.7109,569.7351,8451860,59464000,"AT->IT"
"AU->IT",0,7.4001,15356.1283,22902000,59464000,"AU->IT"
"BD->IT",0,6.5638,7409.6629,142319000,59464000,"BD->IT"
"BG->IT",0,3.483,1158.4919,7284000,59464000,"BG->IT"
"BO->IT",0,6.6211,10344.2687,10624000,59464000,"BO->IT"
"BR->IT",0,4.284,8881.0493,192400000,59464000,"BR->IT"
"BY->IT",0,3.7217,1716.0154,9460000,59464000,"BY->IT"
"CA->IT",0,5.24,7663.3944,3.5e+07,59464000,"CA->IT"
"CH->IT",0,3.507,577.9695,7952000,59464000,"CH->IT"
"CL->IT",0,6.1204,11898.6982,17402000,59464000,"CL->IT"
"CN->IT",0,5.6422,8426.6649,1347350000,59464000,"CN->IT"
"CO->IT",1,5.986,9214.4031,47015000,59464000,"CO->IT"
"DE->IT",0,2.4069,954.8748,80500000,59464000,"DE->IT"
"DK->IT",0,3.9324,1518.6035,5580000,59464000,"DK->IT"
"EC->IT",0,5.9076,10236.0452,14483000,59464000,"EC->IT"
"ES->IT",0,2.701,1523.3968,46185000,59464000,"ES->IT"
"FI->IT",0,4.5116,2391.2569,5408000,59464000,"FI->IT"
"FJ->IT",0,6.674,16930.5436,861000,59464000,"FJ->IT"
"FR->IT",0,2.6431,767.9252,65350000,59464000,"FR->IT"
"GB->IT",0,2.5467,1571.2909,62262000,59464000,"GB->IT"
"GF->IT",0,4.332,7571.1594,224000,59464000,"GF->IT"
"GR->IT",0,3.1539,1216.1576,10787000,59464000,"GR->IT"
"HK->IT",0,6.1925,9262.3873,7103000,59464000,"HK->IT"
"ID->IT",0,8.1685,11216.6599,237641000,59464000,"ID->IT"
"IN->IT",0,5.3588,6653.3465,1210570000,59464000,"IN->IT"
"IS->IT",0,4.9775,3234.9296,320000,59464000,"IS->IT"
"JP->IT",0,5.0928,9595.2009,127300000,59464000,"JP->IT"
"KH->IT",0,7.1584,9258.0325,13396000,59464000,"KH->IT"
"KR->IT",0,6.4586,9147.6332,48580000,59464000,"KR->IT"
"LA->IT",0,6.8184,8709.1484,6256000,59464000,"LA->IT"
"LK->IT",0,5.6329,7661.6673,20653000,59464000,"LK->IT"
"LV->IT",0,4.5379,1801.388,2070000,59464000,"LV->IT"
"MD->IT",0,3.0955,1413.5057,3560000,59464000,"MD->IT"
"MM->IT",0,6.7434,8024.1198,47963000,59464000,"MM->IT"
"MY->IT",0,6.2068,10178.5823,30017000,59464000,"MY->IT"
"NL->IT",0,3.3586,1135.0052,16838000,59464000,"NL->IT"
"NO->IT",0,4.3236,2281.5236,5009000,59464000,"NO->IT"
"NP->IT",0,7.3602,6660.0777,26621000,59464000,"NP->IT"
"NZ->IT",0,7.2413,18473.9006,4434000,59464000,"NZ->IT"
"PE->IT",0,6.149,10505.7798,30135000,59464000,"PE->IT"
"PH->IT",0,7.7347,10873.6569,92340000,59464000,"PH->IT"
"PT->IT",0,3.7147,2425.6153,10487000,59464000,"PT->IT"
"PY->IT",0,6.1282,10368.7889,6382000,59464000,"PY->IT"
"RO->IT",0,2.3191,1026.957,19043000,59464000,"RO->IT"
"RS->IT",0,3.8883,710.0321,7120000,59464000,"RS->IT"
"SE->IT",0,4.2366,1946.9266,9490000,59464000,"SE->IT"
"SG->IT",0,6.3455,10065.0605,5184000,59464000,"SG->IT"
"TH->IT",0,5.1754,8892.1464,65500000,59464000,"TH->IT"
"TW->IT",0,7.2773,9624.178,23293593,59464000,"TW->IT"
"UA->IT",0,4.3641,1669.6418,45426000,59464000,"UA->IT"
"US->IT",1,3.8895,8458.8129,3.17e+08,59464000,"US->IT"
"UY->IT",0,5.8376,11010.4822,3251000,59464000,"UY->IT"
"VE->IT",0,4.5836,8304.1067,27150000,59464000,"VE->IT"
"VN->IT",0,7.139,9301.0302,87840000,59464000,"VN->IT"
"AL->JP",0,6.7555,9242.153,2832000,127300000,"AL->JP"
"AR->JP",1,5.6171,18119.4271,40117000,127300000,"AR->JP"
"AT->JP",1,5.1374,9085.9872,8451860,127300000,"AT->JP"
"AU->JP",6,3.2973,7138.5183,22902000,127300000,"AU->JP"
"BD->JP",2,6.1882,4456.0317,142319000,127300000,"BD->JP"
"BG->JP",0,7.0724,8731.4922,7284000,127300000,"BG->JP"
"BO->JP",0,5.4339,17046.7249,10624000,127300000,"BO->JP"
"BR->JP",2,4.9556,17828.7635,192400000,127300000,"BR->JP"
"BY->JP",0,7.3563,7885.9515,9460000,127300000,"BY->JP"
"CA->JP",1,3.8089,9265.6042,3.5e+07,127300000,"CA->JP"
"CH->JP",0,5.8822,9465.2164,7952000,127300000,"CH->JP"
"CL->JP",0,5.6429,17526.2634,17402000,127300000,"CL->JP"
"CN->JP",16,2.1391,2250.2689,1347350000,127300000,"CN->JP"
"CO->JP",1,4.5549,14164.9705,47015000,127300000,"CO->JP"
"DE->JP",0,4.6798,9017.627,80500000,127300000,"DE->JP"
"DK->JP",0,5.6637,8564.406,5580000,127300000,"DK->JP"
"EC->JP",0,4.6302,14797.3215,14483000,127300000,"EC->JP"
"ES->JP",0,6.491,10861.5961,46185000,127300000,"ES->JP"
"FI->JP",0,4.8251,7480.536,5408000,127300000,"FI->JP"
"FJ->JP",0,4.0691,7400.3428,861000,127300000,"FJ->JP"
"FR->JP",0,4.3277,9797.1807,65350000,127300000,"FR->JP"
"GB->JP",3,4.5208,9352.1346,62262000,127300000,"GB->JP"
"GF->JP",0,6.0166,15420.137,224000,127300000,"GF->JP"
"GR->JP",0,6.8463,9139.0916,10787000,127300000,"GR->JP"
"HK->JP",4,3.0278,2594.7516,7103000,127300000,"HK->JP"
"ID->JP",0,3.5046,4915.1855,237641000,127300000,"ID->JP"
"IN->JP",3,5.8416,5683.1959,1210570000,127300000,"IN->JP"
"IS->JP",0,4.916,8755.9951,320000,127300000,"IS->JP"
"IT->JP",0,5.0928,9595.2009,59464000,127300000,"IT->JP"
"KH->JP",0,4.9176,4080.8111,13396000,127300000,"KH->JP"
"KR->JP",6,1.9423,714.54,48580000,127300000,"KR->JP"
"LA->JP",0,4.5776,3816.8353,6256000,127300000,"LA->JP"
"LK->JP",0,6.0467,6493.4157,20653000,127300000,"LK->JP"
"LV->JP",0,7.3266,7893.0796,2070000,127300000,"LV->JP"
"MD->JP",0,7.8712,8285.6542,3560000,127300000,"MD->JP"
"MM->JP",0,4.5027,4238.941,47963000,127300000,"MM->JP"
"MY->JP",1,4.0057,4497.028,30017000,127300000,"MY->JP"
"NL->JP",1,4.8604,9171.1462,16838000,127300000,"NL->JP"
"NO->JP",0,7.1917,7989.4058,5009000,127300000,"NO->JP"
"NP->JP",0,5.7188,4798.8351,26621000,127300000,"NP->JP"
"NZ->JP",1,4.2365,9395.7973,4434000,127300000,"NZ->JP"
"PE->JP",0,4.7179,15788.5409,30135000,127300000,"PE->JP"
"PH->JP",1,2.6419,3121.7352,92340000,127300000,"PH->JP"
"PT->JP",0,6.9671,11336.0754,10487000,127300000,"PT->JP"
"PY->JP",0,6.7998,18288.6727,6382000,127300000,"PY->JP"
"RO->JP",0,7.4119,8670.6156,19043000,127300000,"RO->JP"
"RS->JP",0,7.642,9013.0398,7120000,127300000,"RS->JP"
"SE->JP",0,7.0731,8014.3214,9490000,127300000,"SE->JP"
"SG->JP",4,3.4011,5043.363,5184000,127300000,"SG->JP"
"TH->JP",3,2.9346,4311.808,65500000,127300000,"TH->JP"
"TW->JP",0,2.3898,1981.4904,23293593,127300000,"TW->JP"
"UA->JP",0,7.1971,8024.4515,45426000,127300000,"UA->JP"
"US->JP",8,2.4584,10244.2023,3.17e+08,127300000,"US->JP"
"UY->JP",0,7.0026,18995.4388,3251000,127300000,"UY->JP"
"VE->JP",0,4.725,14414.5976,27150000,127300000,"VE->JP"
"VN->JP",2,3.2619,3615.5314,87840000,127300000,"VN->JP"
"AL->KH",0,8.8211,8651.0562,2832000,13396000,"AL->KH"
"AR->KH",0,10.2858,16972.8784,40117000,13396000,"AR->KH"
"AT->KH",0,7.0483,9004.4739,8451860,13396000,"AT->KH"
"AU->KH",1,5.3192,6133.8476,22902000,13396000,"AU->KH"
"BD->KH",0,5.2365,1849.3685,142319000,13396000,"BD->KH"
"BG->KH",0,8.6307,8103.5344,7284000,13396000,"BG->KH"
"BO->KH",0,10.1026,18841.3145,10624000,13396000,"BO->KH"
"BR->KH",0,9.6243,16881.3535,192400000,13396000,"BR->KH"
"BY->KH",0,9.0263,7996.6747,9460000,13396000,"BY->KH"
"CA->KH",0,8.4776,12875.121,3.5e+07,13396000,"CA->KH"
"CH->KH",0,7.0468,9491.2788,7952000,13396000,"CH->KH"
"CL->KH",0,10.3117,17732.2869,17402000,13396000,"CL->KH"
"CN->KH",1,3.935,2256.0108,1347350000,13396000,"CN->KH"
"CO->KH",0,9.2236,17756.9508,47015000,13396000,"CO->KH"
"DE->KH",0,6.2382,9252.9,80500000,13396000,"DE->KH"
"DK->KH",0,6.6805,9105.6608,5580000,13396000,"DK->KH"
"EC->KH",0,9.2989,18766.4218,14483000,13396000,"EC->KH"
"ES->KH",0,8.27,10779.4093,46185000,13396000,"ES->KH"
"FI->KH",0,6.7095,8260.8793,5408000,13396000,"FI->KH"
"FJ->KH",0,7.1743,8700.0594,861000,13396000,"FJ->KH"
"FR->KH",0,6.4826,9862.9955,65350000,13396000,"FR->KH"
"GB->KH",1,6.2997,9990.4604,62262000,13396000,"GB->KH"
"GF->KH",0,8.1715,16805.6742,224000,13396000,"GF->KH"
"GR->KH",0,7.7843,8218.7347,10787000,13396000,"GR->KH"
"HK->KH",1,4.4083,1490.1333,7103000,13396000,"HK->KH"
"ID->KH",0,5.3316,2041.1578,237641000,13396000,"ID->KH"
"IN->KH",0,5.3503,2792.4243,1210570000,13396000,"IN->KH"
"IS->KH",0,8.7305,10412.6685,320000,13396000,"IS->KH"
"IT->KH",0,7.1584,9258.0325,59464000,13396000,"IT->KH"
"JP->KH",0,4.9176,4080.8111,127300000,13396000,"JP->KH"
"KR->KH",0,4.7164,3497.8478,48580000,13396000,"KR->KH"
"LA->KH",0,2.9685,640.4142,6256000,13396000,"LA->KH"
"LK->KH",0,5.556,2742.0201,20653000,13396000,"LK->KH"
"LV->KH",0,9.081,8266.1244,2070000,13396000,"LV->KH"
"MD->KH",0,9.8136,7894.3675,3560000,13396000,"MD->KH"
"MM->KH",0,3.551,1235.4536,47963000,13396000,"MM->KH"
"MY->KH",0,3.4181,994.2523,30017000,13396000,"MY->KH"
"NL->KH",0,6.6808,9549.5688,16838000,13396000,"NL->KH"
"NO->KH",0,8.7978,8951.2053,5009000,13396000,"NO->KH"
"NP->KH",0,4.7672,2598.6571,26621000,13396000,"NP->KH"
"NZ->KH",0,6.6693,9247.1373,4434000,13396000,"NZ->KH"
"PE->KH",0,9.3866,19719.7172,30135000,13396000,"PE->KH"
"PH->KH",0,5.5142,2028.8372,92340000,13396000,"PH->KH"
"PT->KH",0,8.7461,11664.4361,10487000,13396000,"PT->KH"
"PY->KH",0,11.4685,17646.4993,6382000,13396000,"PY->KH"
"RO->KH",0,9.2415,8251.029,19043000,13396000,"RO->KH"
"RS->KH",0,9.2003,8548.4311,7120000,13396000,"RS->KH"
"SE->KH",0,7.1669,8686.4216,9490000,13396000,"SE->KH"
"SG->KH",0,3.5086,1237.0706,5184000,13396000,"SG->KH"
"TH->KH",0,1.983,417.6,65500000,13396000,"TH->KH"
"TW->KH",0,3.7393,2122.9175,23293593,13396000,"TW->KH"
"UA->KH",0,7.6421,7667.9411,45426000,13396000,"UA->KH"
"US->KH",0,7.1271,14023.1155,3.17e+08,13396000,"US->KH"
"UY->KH",0,11.6713,16805.1136,3251000,13396000,"UY->KH"
"VE->KH",0,9.3937,17307.608,27150000,13396000,"VE->KH"
"VN->KH",1,1.9867,465.6681,87840000,13396000,"VN->KH"
"AL->KR",0,8.1213,8749.8242,2832000,48580000,"AL->KR"
"AR->KR",0,6.4852,18802.5923,40117000,48580000,"AR->KR"
"AT->KR",0,7.0797,8663.3981,8451860,48580000,"AT->KR"
"AU->KR",5,4.3827,7260.1002,22902000,48580000,"AU->KR"
"BD->KR",0,6.5186,3746.4901,142319000,48580000,"BD->KR"
"BG->KR",0,7.3354,8221.9011,7284000,48580000,"BG->KR"
"BO->KR",0,6.3021,17556.5859,10624000,48580000,"BO->KR"
"BR->KR",0,5.8237,17792.8991,192400000,48580000,"BR->KR"
"BY->KR",0,6.8207,7459.4462,9460000,48580000,"BY->KR"
"CA->KR",0,4.677,9627.5851,3.5e+07,48580000,"CA->KR"
"CH->KR",0,6.7304,9069.3565,7952000,48580000,"CH->KR"
"CL->KR",0,6.5111,18240.4683,17402000,48580000,"CL->KR"
"CN->KR",11,2.0209,1542.5836,1347350000,48580000,"CN->KR"
"CO->KR",0,5.423,14595.1162,47015000,48580000,"CO->KR"
"DE->KR",0,4.9429,8642.7951,80500000,48580000,"DE->KR"
"DK->KR",0,7.1077,8227.271,5580000,48580000,"DK->KR"
"EC->KR",0,5.4983,15329.8396,14483000,48580000,"EC->KR"
"ES->KR",0,7.0028,10486.2444,46185000,48580000,"ES->KR"
"FI->KR",0,6.3371,7151.8725,5408000,48580000,"FI->KR"
"FJ->KR",0,4.2669,7911.9577,861000,48580000,"FJ->KR"
"FR->KR",0,5.231,9416.5184,65350000,48580000,"FR->KR"
"GB->KR",0,5.5693,9054.1319,62262000,48580000,"GB->KR"
"GF->KR",0,6.9198,15513.574,224000,48580000,"GF->KR"
"GR->KR",0,7.1094,8601.1006,10787000,48580000,"GR->KR"
"HK->KR",3,3.4656,2011.5568,7103000,48580000,"HK->KR"
"ID->KR",0,4.2682,4576.9134,237641000,48580000,"ID->KR"
"IN->KR",0,5.461,4969.4129,1210570000,48580000,"IN->KR"
"IS->KR",0,5.7842,8631.9803,320000,48580000,"IS->KR"
"IT->KR",0,6.4586,9147.6332,59464000,48580000,"IT->KR"
"JP->KR",1,1.9423,714.54,127300000,48580000,"JP->KR"
"KH->KR",0,4.7164,3497.8478,13396000,48580000,"KH->KR"
"LA->KR",0,4.908,3173.6928,6256000,48580000,"LA->KR"
"LK->KR",0,6.838,5810.3207,20653000,48580000,"LK->KR"
"LV->KR",0,7.7857,7508.2735,2070000,48580000,"LV->KR"
"MD->KR",0,7.3356,7796.9555,3560000,48580000,"MD->KR"
"MM->KR",1,4.8331,3551.0053,47963000,48580000,"MM->KR"
"MY->KR",0,4.3703,4025.4982,30017000,48580000,"MY->KR"
"NL->KR",0,5.5791,8823.99,16838000,48580000,"NL->KR"
"NO->KR",0,8.228,7709.0616,5009000,48580000,"NO->KR"
"NP->KR",0,6.0492,4085.226,26621000,48580000,"NP->KR"
"NZ->KR",1,4.4196,9740.4291,4434000,48580000,"NZ->KR"
"PE->KR",0,5.586,16341.5968,30135000,48580000,"PE->KR"
"PH->KR",0,3.0074,2865.6913,92340000,48580000,"PH->KR"
"PT->KR",0,7.8436,11041.9851,10487000,48580000,"PT->KR"
"PY->KR",0,7.668,18747.8655,6382000,48580000,"PY->KR"
"RO->KR",0,7.9463,8187.8969,19043000,48580000,"RO->KR"
"RS->KR",0,7.9051,8532.6326,7120000,48580000,"RS->KR"
"SE->KR",0,7.8914,7683.3187,9490000,48580000,"SE->KR"
"SG->KR",3,3.9377,4545.0388,5184000,48580000,"SG->KR"
"TH->KR",1,3.2651,3690.9943,65500000,48580000,"TH->KR"
"TW->KR",0,3.35,1496.0245,23293593,48580000,"TW->KR"
"UA->KR",0,6.6616,7533.6511,45426000,48580000,"UA->KR"
"US->KR",3,3.3266,10671.3432,3.17e+08,48580000,"US->KR"
"UY->KR",0,7.8708,19704.722,3251000,48580000,"UY->KR"
"VE->KR",0,5.5932,14717.2384,27150000,48580000,"VE->KR"
"VN->KR",1,3.1143,3038.5138,87840000,48580000,"VN->KR"
"AL->LA",0,8.4811,8115.2155,2832000,6256000,"AL->LA"
"AR->LA",0,10.1779,17476.336,40117000,6256000,"AR->LA"
"AT->LA",0,6.7082,8430.8606,8451860,6256000,"AT->LA"
"AU->LA",1,4.9791,6716.5197,22902000,6256000,"AU->LA"
"BD->LA",0,4.8965,1324.8438,142319000,6256000,"BD->LA"
"BG->LA",0,8.2906,7561.5967,7284000,6256000,"BG->LA"
"BO->LA",0,9.9947,18787.2131,10624000,6256000,"BO->LA"
"BR->LA",0,9.5164,16758.8558,192400000,6256000,"BR->LA"
"BY->LA",0,8.6862,7396.5091,9460000,6256000,"BY->LA"
"CA->LA",0,8.0999,12327.1511,3.5e+07,6256000,"CA->LA"
"CH->LA",0,6.7067,8916.4375,7952000,6256000,"CH->LA"
"CL->LA",0,10.2037,18273.9846,17402000,6256000,"CL->LA"
"CN->LA",0,3.4682,1776.8067,1347350000,6256000,"CN->LA"
"CO->LA",0,9.1157,17136.9941,47015000,6256000,"CO->LA"
"DE->LA",0,5.8981,8660.4261,80500000,6256000,"DE->LA"
"DK->LA",0,6.3405,8494.0187,5580000,6256000,"DK->LA"
"EC->LA",0,9.191,18204.107,14483000,6256000,"EC->LA"
"ES->LA",0,7.9299,10232.5448,46185000,6256000,"ES->LA"
"FI->LA",0,6.3694,7632.2639,5408000,6256000,"FI->LA"
"FJ->LA",0,6.8343,9101.5973,861000,6256000,"FJ->LA"
"FR->LA",0,6.7289,9290.3389,65350000,6256000,"FR->LA"
"GB->LA",0,5.9597,9382.4138,62262000,6256000,"GB->LA"
"GF->LA",0,8.4178,16279.8192,224000,6256000,"GF->LA"
"GR->LA",0,7.4442,7708.2451,10787000,6256000,"GR->LA"
"HK->LA",0,4.3449,1276.7964,7103000,6256000,"HK->LA"
"ID->LA",0,5.6783,2666.0431,237641000,6256000,"ID->LA"
"IN->LA",0,5.0103,2434.7017,1210570000,6256000,"IN->LA"
"IS->LA",0,8.3905,9773.4963,320000,6256000,"IS->LA"
"IT->LA",0,6.8184,8709.1484,59464000,6256000,"IT->LA"
"JP->LA",0,4.5776,3816.8353,127300000,6256000,"JP->LA"
"KH->LA",1,2.9685,640.4142,13396000,6256000,"KH->LA"
"KR->LA",0,4.908,3173.6928,48580000,6256000,"KR->LA"
"LK->LA",0,5.2159,2735.3175,20653000,6256000,"LK->LA"
"LV->LA",0,8.7409,7654.5502,2070000,6256000,"LV->LA"
"MD->LA",0,9.4736,7328.1814,3560000,6256000,"MD->LA"
"MM->LA",0,3.211,733.4234,47963000,6256000,"MM->LA"
"MY->LA",0,4.5348,1630.3879,30017000,6256000,"MY->LA"
"NL->LA",0,6.3408,8951.651,16838000,6256000,"NL->LA"
"NO->LA",0,8.4578,8321.227,5009000,6256000,"NO->LA"
"NP->LA",0,4.4271,2064.3535,26621000,6256000,"NP->LA"
"NZ->LA",0,6.3293,9813.2171,4434000,6256000,"NZ->LA"
"PE->LA",0,9.2787,19079.3178,30135000,6256000,"PE->LA"
"PH->LA",0,5.1742,2340.8257,92340000,6256000,"PH->LA"
"PT->LA",0,8.406,11097.4886,10487000,6256000,"PT->LA"
"PY->LA",0,11.3606,17812.1668,6382000,6256000,"PY->LA"
"RO->LA",0,8.9015,7693.0161,19043000,6256000,"RO->LA"
"RS->LA",0,8.8603,7999.2336,7120000,6256000,"RS->LA"
"SE->LA",0,6.8269,8065.0201,9490000,6256000,"SE->LA"
"SG->LA",0,4.1758,1854.6661,5184000,6256000,"SG->LA"
"TH->LA",0,1.643,558.997,65500000,6256000,"TH->LA"
"TW->LA",0,3.6314,1973.312,23293593,6256000,"TW->LA"
"UA->LA",0,7.3021,7095.3103,45426000,6256000,"UA->LA"
"US->LA",0,7.0192,13500.4777,3.17e+08,6256000,"US->LA"
"UY->LA",0,11.5634,17150.0832,3251000,6256000,"UY->LA"
"VE->LA",0,9.2858,16669.917,27150000,6256000,"VE->LA"
"VN->LA",0,2.5836,606.1357,87840000,6256000,"VN->LA"
"AL->LK",0,7.2956,7015.3267,2832000,20653000,"AL->LK"
"AR->LK",0,9.1875,15112.5695,40117000,20653000,"AR->LK"
"AT->LK",0,6.6323,7611.8884,8451860,20653000,"AT->LK"
"AU->LK",0,5.3632,7819.8612,22902000,20653000,"AU->LK"
"BD->LK",1,5.2108,2204.2895,142319000,20653000,"BD->LK"
"BG->LK",0,6.8548,6552.1653,7284000,20653000,"BG->LK"
"BO->LK",0,9.59,16138.1747,10624000,20653000,"BO->LK"
"BR->LK",0,8.2144,14139.6129,192400000,20653000,"BR->LK"
"BY->LK",0,7.2504,6948.9212,9460000,20653000,"BY->LK"
"CA->LK",0,7.3786,13747.3792,3.5e+07,20653000,"CA->LK"
"CH->LK",0,5.3058,8069.918,7952000,20653000,"CH->LK"
"CL->LK",0,9.6839,15904.0359,17402000,20653000,"CL->LK"
"CN->LK",2,6.1153,4287.5099,1347350000,20653000,"CN->LK"
"CO->LK",0,8.7109,16812.0696,47015000,20653000,"CO->LK"
"DE->LK",0,4.4623,8009.6198,80500000,20653000,"DE->LK"
"DK->LK",0,7.0896,8092.3948,5580000,20653000,"DK->LK"
"EC->LK",0,8.7862,17614.1934,14483000,20653000,"EC->LK"
"ES->LK",0,6.0372,9065.3141,46185000,20653000,"ES->LK"
"FI->LK",0,7.3176,7604.0308,5408000,20653000,"FI->LK"
"FJ->LK",0,7.2183,11050.875,861000,20653000,"FJ->LK"
"FR->LK",0,5.1442,8395.5205,65350000,20653000,"FR->LK"
"GB->LK",0,4.067,8855.9749,62262000,20653000,"GB->LK"
"GF->LK",0,6.833,14555.2489,224000,20653000,"GF->LK"
"GR->LK",0,6.6287,6465.9776,10787000,20653000,"GR->LK"
"HK->LK",0,6.2748,4012.0237,7103000,20653000,"HK->LK"
"ID->LK",0,4.9868,3939.5393,237641000,20653000,"ID->LK"
"IN->LK",1,2.1794,1499.3609,1210570000,20653000,"IN->LK"
"IS->LK",0,6.4977,9893.7071,320000,20653000,"IS->LK"
"IT->LK",0,5.6329,7661.6673,59464000,20653000,"IT->LK"
"JP->LK",1,6.0467,6493.4157,127300000,20653000,"JP->LK"
"KH->LK",0,5.556,2742.0201,13396000,20653000,"KH->LK"
"KR->LK",0,6.838,5810.3207,48580000,20653000,"KR->LK"
"LA->LK",0,5.2159,2735.3175,6256000,20653000,"LA->LK"
"LV->LK",0,6.8728,7330.2395,2070000,20653000,"LV->LK"
"MD->LK",0,8.0476,6539.0416,3560000,20653000,"MD->LK"
"MM->LK",0,5.141,2259.9743,47963000,20653000,"MM->LK"
"MY->LK",0,4.2019,3145.5266,30017000,20653000,"MY->LK"
"NL->LK",0,6.4824,8337.1891,16838000,20653000,"NL->LK"
"NO->LK",0,6.7378,8257.1946,5009000,20653000,"NO->LK"
"NP->LK",0,4.1808,2354.0003,26621000,20653000,"NP->LK"
"NZ->LK",0,6.6842,10830.4799,4434000,20653000,"NZ->LK"
"PE->LK",0,8.8739,17231.0776,30135000,20653000,"PE->LK"
"PH->LK",0,6.1571,4729.5553,92340000,20653000,"PH->LK"
"PT->LK",0,6.5133,10026.0878,10487000,20653000,"PT->LK"
"PY->LK",0,10.0586,15077.4276,6382000,20653000,"PY->LK"
"RO->LK",0,7.4656,6800.2048,19043000,20653000,"RO->LK"
"RS->LK",0,7.4244,7009.234,7120000,20653000,"RS->LK"
"SE->LK",0,6.8572,7854.5828,9490000,20653000,"SE->LK"
"SG->LK",0,3.1638,2748.9946,5184000,20653000,"SG->LK"
"TH->LK",0,3.573,2364.9716,65500000,20653000,"TH->LK"
"TW->LK",0,6.6584,4708.5109,23293593,20653000,"TW->LK"
"UA->LK",0,7.7174,6387.6915,45426000,20653000,"UA->LK"
"US->LK",0,6.6144,14965.391,3.17e+08,20653000,"US->LK"
"UY->LK",0,10.4978,14525.0704,3251000,20653000,"UY->LK"
"VE->LK",0,8.8287,15812.3851,27150000,20653000,"VE->LK"
"VN->LK",0,6.2475,3143.6022,87840000,20653000,"VN->LK"
"AL->LV",0,6.2006,1750.6496,2832000,2070000,"AL->LV"
"AR->LV",0,7.9264,13462.4924,40117000,2070000,"AR->LV"
"AT->LV",1,4.6293,1239.3686,8451860,2070000,"AT->LV"
"AU->LV",0,8.864,14331.7926,22902000,2070000,"AU->LV"
"BD->LV",0,7.3016,6461.8706,142319000,2070000,"BD->LV"
"BG->LV",0,5.2353,1574.7535,7284000,2070000,"BG->LV"
"BO->LV",0,8.3288,11591.8609,10624000,2070000,"BO->LV"
"BR->LV",0,6.595,10403.5481,192400000,2070000,"BR->LV"
"BY->LV",0,4.3373,423.2439,9460000,2070000,"BY->LV"
"CA->LV",0,6.1175,7011.6377,3.5e+07,2070000,"CA->LV"
"CH->LV",0,5.4274,1572.5927,7952000,2070000,"CH->LV"
"CL->LV",0,8.4228,13296.1944,17402000,2070000,"CL->LV"
"CN->LV",0,7.0683,7005.1558,1347350000,2070000,"CN->LV"
"CO->LV",0,7.4498,9842.2598,47015000,2070000,"CO->LV"
"DE->LV",0,2.8428,1135.4131,80500000,2070000,"DE->LV"
"DK->LV",0,3.4387,839.6051,5580000,2070000,"DK->LV"
"EC->LV",0,7.5251,10961.8474,14483000,2070000,"EC->LV"
"ES->LV",0,4.7761,2978.3283,46185000,2070000,"ES->LV"
"FI->LV",0,3.2894,658.52,5408000,2070000,"FI->LV"
"FJ->LV",0,8.1378,15138.5617,861000,2070000,"FJ->LV"
"FR->LV",0,5.4012,1908.9066,65350000,2070000,"FR->LV"
"GB->LV",0,2.8058,1729.9777,62262000,2070000,"GB->LV"
"GF->LV",0,7.0901,8734.5016,224000,2070000,"GF->LV"
"GR->LV",0,5.0093,2096.4868,10787000,2070000,"GR->LV"
"HK->LV",0,6.9643,7944.4628,7103000,2070000,"HK->LV"
"ID->LV",0,8.546,10305.3086,237641000,2070000,"ID->LV"
